numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo
330454195,202106,1,0,0,48,284,1733.1,5964.22,1695.11,30.41,1.98,4,1,1,0,-1183.75,2,155.07,0,1.12,0,-2077.88,1,1,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1774.04,6,1695.11,0,0,0,0,0,1,5968.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330677578,202106,1,0,0,63,325,3024.12,13858.79,2706.27,-175.07,446.04,7,1,1,0,0,2,16333.67,0,112302.01,1,132605.76,1,18,10148.43,1,24,56428.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10330.61,0,0,0,0,6,30205.38,0,0,0,0,0,0,1,2505.95,8,2706.27,0,0,0,0,0,2,44574,7,27448.2,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,121,0,1,0,0,506736,-638,,0,0,0,,,563040,,,14,0,,,6334,,,,0,0,0,506736,-579,,48683.82,57106.12,0,25276.09,0,563040,0,0,0,0,-52156.06,0,8938,25276.09,17,0,4727.19
331728742,202106,1,0,0,44,261,-5209.94,-30467.59,347.64,-2053.48,-2684.45,9,1,1,0,0,2,109065.25,0,0,1,73960.01,2,19,33208.58,1,11,24262.32,1,11,41160.55,0,0,0,0,0,0,2,733125,137885.58,0,0,0,0,0,0,0,0,0,0,2,246136.02,0,0,1,13473.07,1,3.5,5,6269.26,0,0,0,0,0,0,0,0,0,0,0,0,6,347.64,0,0,0,0,0,1,34240.57,0,0,4,64515,0,0,0,0,0,0,0,0,0,0,1,105,0,0,0,0,0,4,64515,0,0,152,0,0,0,0,177357.6,-1948,,41654.48,41654.48,0,6306.51,0,197064,0,0,0,0,-47259.38,0,4636,6306.51,6,0,6381.12,0,0,177357.6,-487,,21239.71,24573.83,340.34,1215.39,1.27,197064,0,0,0,0,-22122,3.55,4636,1215.39,4,0,7835.64
332064576,202106,1,0,0,56,311,1878.21,20215.47,1656.65,82.02,106.87,9,1,1,0,-1782.39,2,0,0,12.35,1,-2159.78,2,0,0,1,8,12875.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2669.5,2,1505.93,0,0,0,0,0,0,0,0,0,0,0,0,1,1774.04,4,1656.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,7,0,0,0,0,0,0,0,0,0,77,0,1,0,0,6334.2,-242,,0,0,0,,,7038,,,0,0,,,4875,,,,0,0,0,31671,-1613,,10190.41,11953.35,0,6784.33,0,35190,0,0,0,0,-14791.53,0,8637,6784.33,4,0,973.59
333562573,202106,1,0,0,56,325,1087.19,-5768.23,5393.51,-3235.84,-435.36,8,1,1,0,1064.63,2,20043.37,0,2245.74,1,42383.73,2,0,0,1,24,74048.6,1,42,73232.81,1,1771.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,51159.01,17,12574.85,0,0,2,6501.76,0,0,2,2378.25,1,13781.28,1,3413.33,12,5393.51,1,0,0,1,234.6,3,63657.53,1,3401.7,0,0,0,0,0,0,0,0,0,0,0,0,1,165,0,0,0,0,0,0,0,0,0,172,0,0,0,0,1244015.76,-699,,57184.92,57184.92,0,16841.18,0,1382289.66,0,0,0,0,-42561.83,0,3340,16841.18,32,0,4269.72,0,0,1386991.85,-1065,,61371.52,71988.79,0,61186.26,0,1541102.06,0,0,7,0,-86813.07,0,7713,61186.26,17,0,4832.76
334767692,202106,1,0,0,60,213,7330.04,77653.3,469.02,-327.23,6176.35,7,1,1,0,0,2,470635.25,0,76.35,1,834857.29,2,23,34554.19,1,8,13495.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409966.31,0,0,1,1387.57,6,9063.33,0,0,0,0,3,23930.53,0,0,0,0,0,0,0,0,6,469.02,0,0,0,0,0,0,0,5,58648.94,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,143,0,1,0,0,758990.02,-517,,0,0,0,,,843347.21,,,0,0,,,6453,,,,0,0,0,758990.02,-882,,11642.93,13657.15,0,12811.06,0,843347.21,0,0,0,0,-14128.73,0,6453,12811.06,7,0,738.99
334957735,202106,1,0,0,64,149,501.11,9264.28,1769.78,-1401.61,320.05,7,1,1,0,0,2,5488.97,0,5200.02,1,5422.49,2,0,0,1,17,37629.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1252.97,6,1769.78,0,0,0,0,0,3,24683.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,33,0,0,0,0,177357.6,-91,,0,0,0,,,197064,,,0,0,,,4313,,,,0,0,0,253368,-821,,32464.31,38080.63,0,21082.73,0,281520,0,0,0,0,-23351.08,0,4313,21082.73,6,0,3214.02
335787285,202106,1,0,0,55,137,4457.76,25320.34,4870.82,-2073.99,1721.85,8,1,1,0,0,2,190473.96,0,337035.18,1,355142.32,1,0,0,1,37,205007.89,1,0,0,0,0,0,0,0,0,2,1141329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72069.4,0,0,0,0,0,0,0,0,1,,0,0,1,3413.33,8,4870.82,0,0,0,0,0,1,220524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,105,0,0,0,0,758990.02,-364,,0,0,0,,,843347.21,,,0,0,,,3674,,,,0,0,0,1063976.86,-607,,176423.75,206945.05,0,179933.28,2.97,1182221.42,0,0,7,206945.05,-207866.94,0,5621,179933.28,28,0,12187.47
335911547,202106,1,0,0,57,287,1397.64,14446.02,440.91,197.76,617.86,7,1,1,0,0,2,30644.49,0,33.68,1,58828.3,1,37,39425.1,1,17,24401.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19131.36,0,0,0,0,4,1186.3,0,0,0,0,8,20642.06,0,0,0,0,0,0,0,0,6,440.91,0,0,0,0,0,2,30252.84,9,49729.11,7,25806,0,0,0,0,0,0,0,0,0,0,1,64,1,0,0,0,1,7,25806,0,0,252,0,1,0,0,709430.4,-426,,0,0,0,,,788256,,,0,0,,,2501,,,,0,0,0,253368,-364,,17536.9,20570.78,0,11469.72,0,281520,0,0,7,20570.78,-14076,0,7321,11469.72,10,0,903.21
336792873,202106,1,0,0,68,316,4367.7,3567.1,962.49,1335.41,1567.58,10,1,1,0,0,3,63007.54,0.76,22518.11,1,248413.91,2,17,62332.21,1,24,51100.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9338.54,1,444.68,0,0,0,0,5,53339.6,0,0,2,1280.68,0,0,0,0,8,962.49,0,0,0,0,0,9,80525.27,2,16751.63,9,41055,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,9,41055,0,0,163,0,1,0,0,1399942.65,-487,,0,0,0,,,1555491.84,,,0,0,,,4994,,,,0,0,0,1399942.65,-395,,42981.82,50417.67,0,4677.09,0,1555491.84,0,0,0,0,-34078.55,0,6552,4677.09,4,0,9982.23
337151021,202106,1,0,0,53,139,4040.45,38683.63,5075.85,-1989,1106.31,12,1,1,0,-12049.74,2,12253.79,0,3.36,1,65410.21,1,6,8573.69,1,86,153118.95,1,28,62742.57,6,768328.87,0,0,0,0,1,351900,0,0,0,0,0,0,0,1,0,1,0,1,139323.07,0,0,0,0,4,1449.74,15,24983.14,0,0,13,36936.42,0,0,0,0,0,0,0,0,19,5075.85,0,0,0,0,0,1,2346,7,23694.6,12,47389.2,2,52401.42,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,12,47389.2,0,0,396,0,1,0,0,454922.24,-791,,63495.48,63495.48,0,43002.41,0,505469.16,0,0,0,0,-42561.5,0,2158,43002.41,23,0,9114.21,0,0,540898.8,-183,,206888.08,242679.71,0,110198.31,0,601085.84,0,0,7,82110,-62169,0,4213,110198.31,65,0,19706.4
337340483,202106,1,0,0,78,325,2933.5,26828.86,245.2,-364.58,2656.4,9,1,1,0,0,2,159068.53,0,74236.57,1,286957.06,2,15,19237.57,1,5,15431.09,0,0,0,0,0,0,0,0,0,2,351900,0,0,0,0,1,4.59,0,0,1,0,1,2,175950,0,0,2,41088.66,3,9026.34,0,0,0,0,3,1233.49,0,0,0,0,0,0,0,0,6,245.2,0,0,0,0,0,3,234600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,79,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,101347.2,-303,,13313.1,15616.26,0,15431.09,0,112608,0,0,7,0,-14966.68,0,6645,15431.09,5,0,797.64
337700595,202106,1,0,0,59,61,210.44,1596,57.87,0,130.07,8,1,1,0,0,2,10139.83,0,0,1,4598.38,1,3,12448.89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,191885.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57.87,0,0,0,0,0,0,0,0,0,6,163047,0,0,0,0,0,0,0,0,1,3,1,35,0,0,0,0,0,6,163047,0,0,29,0,1,0,0,304041.6,-2190,,0,0,0,,,337824,,,0,0,,,14,,,,0,0,0,304041.6,-2190,,0,0,0,,,337824,,,0,0,,,14,,,,0
338075293,202106,1,0,0,76,295,5845.66,66788.46,1268.15,1.95,3900.45,7,1,1,0,0,4,251452.81,0,10843.59,1,698188.41,1,12,41067.28,1,20,78637.52,1,3,32052.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71191.58,1,6638.01,0,0,0,0,0,0,0,0,0,0,0,0,10,1268.15,1,0,0,1,231.08,3,168325.5,10,79782.05,10,113951.48,0,0,0,0,0,0,0,0,0,0,1,230,0,0,0,0,0,10,113951.48,0,0,208,0,1,0,0,1399942.65,-729,,32084.97,32084.97,0,6638.01,0,1555491.84,0,0,0,0,-44162.32,0,3314,6638.01,1,0,2838.66,0,0,1399942.65,-183,,67166.25,78675.57,110.43,78636.8,1.16,1555491.84,0,0,21,78792.27,-61826.57,0,8968,78636.8,20,0,3284.4
338607592,202106,1,0,0,44,270,13330.64,110231.66,2031.72,-18.72,9651.21,9,1,1,0,0,2,71286.85,0,0,1,34907.37,1,9,25235.51,1,3,2620.08,1,0,0,0,0,0,0,0,0,1,3519000,0,0,0,0,1,4396.4,0,0,0,0,0,0,0,0,0,2,4987.71,0,0,0,0,0,0,2,5146.76,0,0,0,0,0,0,1,1774.04,12,2031.72,0,0,0,0,0,0,0,1,5865,6,35190,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,4,23460,2,11730,96,0,1,0,0,88678.8,-2129,,0,0,0,,,98532,,,7,0,,,5547,,,,0,0,0,88678.8,-1399,,2074.14,2651.51,-218.55,536.71,0,98532,0,0,7,0,-12326.18,0,5547,536.71,1,0,269.79
338680521,202106,1,0,0,54,284,3496.68,38916.59,328.8,-46.86,2747.53,8,1,1,0,0,2,212519.6,0,906679.35,1,1176217.56,2,8,33242.83,1,4,3853.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,247023.93,0,0,2,2131.85,2,2087.94,0,0,5,13420.51,4,1231.65,0,0,0,0,0,0,0,0,18,328.8,0,0,0,0,0,0,0,3,13254.9,23,105570,0,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,8,31671,15,73899,139,0,1,0,0,253368,-2190,,0,0,0,,,281520,,,0,0,,,27,,,,0,0,0,253368,-1522,,3383.12,3968.39,0,3853.89,0,281520,0,0,0,0,-1074.99,0,5071,3853.89,4,0,258.06
338881359,202106,1,0,0,73,287,7998.4,78450.45,2602.37,-30.76,4630.96,10,1,1,0,0,2,333569.29,0,0,1,329147.62,2,36,58152.78,1,3,5960,1,0,0,0,0,0,0,0,0,1,586500,0,0,0,0,2,1.82,0,0,0,0,1,0,0,0,0,6,14130.46,2,1576.51,0,0,0,0,5,8128.25,1,288.55,0,0,0,0,1,2505.95,8,2602.37,0,0,0,0,0,2,153034.27,0,0,1,7038,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,7038,214,0,0,0,0,506736,-364,,-9634.35,-9634.35,0,,,563040,,,0,0,,,2928,,,,0,0,0,608083.2,-1095,,3053.36,6049.39,-2467.8,5960,0,675648,0,0,0,0,-5389.24,0,2928,5960,3,0,0
339119250,202106,1,0,0,68,325,-1868.71,-13762.55,426.51,-3703.93,1747.21,9,1,1,0,0,4,127683.27,0,86919.44,1,368606.2,1,0,0,1,16,52931.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,24544.13,3,6868.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,426.51,0,0,0,0,0,3,359348.55,5,385538.61,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,64,0,1,0,0,1399942.65,-183,,0,0,0,,,1555491.84,,,7,0,,,5320,,,,0,0,0,1399942.65,-913,,45683.81,53587.1,0,14742.61,0,1555491.84,0,0,7,0,-54370.23,0,5320,14742.61,5,0,5055.63
339186193,202106,1,0,0,64,295,1549.75,2262.04,1007.34,-2199.58,2661.99,7,1,1,0,0,2,154862.35,0,10.11,1,202080.85,1,0,0,1,33,52975.06,1,14,54777.53,0,0,0,0,0,0,1,227069.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26727.57,5,5416.9,0,0,3,17330.41,0,0,0,0,0,0,0,0,8,1007.34,0,0,0,0,0,4,75042.67,2,17164.62,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,155,0,1,0,0,126684,-426,,55578.87,55354.71,224.16,52335.31,2.32,140760,0,0,7,55591.63,-60365.04,2.34,6902,52335.31,13,0,3131.91,0,0,126684,-882,,48322.93,54864.23,1818.56,44158.03,17.27,140760,0,0,0,0,-41092.95,0,7912,44158.03,31,0,4551.24
339394033,202106,1,0,0,50,184,7962.76,100799.88,617.99,3972.14,2289.39,10,1,1,0,-23017.75,2,124140.11,0,0,1,221210.48,1,26,50852.22,1,8,24368.23,1,0,0,2,373627.45,0,0,0,0,2,1055700,0,0,0,0,0,0,0,0,0,0,0,1,239940.18,0,0,2,7563.38,0,0,0,0,0,0,5,9318.45,0,0,0,0,0,0,0,0,12,617.99,0,0,0,0,0,2,241699.68,5,41449.12,6,30498,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,4,23460,2,7038,212,0,1,0,0,177357.6,-548,,0,0,0,,,197064,,,0,0,,,3865,,,,0,0,0,202694.4,-548,,21377.77,25076.12,0,2346,0,225216,0,0,0,0,-67876.41,0,3865,2346,1,0,2674.44
339560310,202106,1,0,1,47,49,-1556.57,-8344.93,0,-1328.34,1.34,6,1,1,0,4.37,2,100.76,0,0,0,105.13,1,0,0,0,0,0,0,0,0,9,288687.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339579559,202106,1,0,0,58,325,3182.41,36262.12,4351.92,-2326.2,1329.18,7,1,1,0,0,2,18732.42,0,1853.86,1,91125.25,1,3,10628.1,1,10,42729.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,23726.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1774.04,12,4351.92,1,0,0,1,234.6,5,151903.5,3,46349.24,1,14076,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,1,14076,0,0,59,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,177357.6,-334,,36865.07,43242.72,0,27306.93,0,197064,0,0,0,0,-35823.65,0,8102,27306.93,6,0,3143.64
340559707,202106,1,0,0,66,282,16913.93,146901.25,615.64,-1318.32,15212.85,10,1,1,0,0,4,184419.42,0,280.72,1,335376.95,2,4,29864.25,1,7,20531.18,1,0,0,0,0,0,0,0,0,2,3260940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1731.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,615.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,47,0,0,0,0,758990.02,-1491,,0,0,0,,,843347.21,,,0,0,,,3626,,,,0,0,0,757325.57,-2009,,18067.38,21193.03,0,11758.42,0,841497.76,0,0,7,0,-17583.63,0,5686,11758.42,5,0,2005.83
340714669,202106,1,0,0,61,18,1788.93,23559.48,874,-979.69,1759.68,7,1,1,0,-281.75,4,123068.22,0,0,1,190117.59,1,3,3688.53,1,15,41803.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10881.21,0,0,0,0,0,0,1,533.71,8,874,0,0,0,0,0,1,3401.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,30,0,0,0,0,0,0,0,0,0,106,0,1,0,0,177357.6,-1338,,0,0,0,,,197064,,,0,0,,,517,,,,0,0,0,177357.6,-1703,,36066.11,42305.54,0,29079.19,0,197064,0,0,0,0,-33404.16,0,517,29079.19,10,0,2521.95
341929199,202106,1,0,0,58,325,4642.62,43092.5,2864.46,-1375.68,2891.59,6,1,1,0,0,2,160814.06,0,260.51,1,221171.33,1,0,0,1,33,93479.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17260.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1774.04,4,2864.46,0,0,0,0,0,2,118187.96,3,55717.5,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,128,0,1,0,0,101347.2,-426,,0,0,0,,,112608,,,7,0,,,3600,,,,0,0,0,177357.6,-882,,79692.82,93479.67,0,93479.67,0,197064,0,0,0,0,-77283.31,0,11202,93479.67,33,0,3730.14
342318995,202106,1,0,0,54,81,-8067.89,70688.9,299,-8382.88,1249.97,8,1,1,0,0,2,38624.54,0,97.68,1,22201.94,2,3,9189.86,1,21,55831.15,1,1,1458.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,184747.5,0,0,2,27739.96,2,598.21,0,0,0,0,1,6803.4,0,0,0,0,0,0,1,-3413.33,10,299,0,0,0,0,0,7,684357.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,79,0,0,0,0,3214783.85,-395,,1521.88,44.79,1477.08,1459.11,15.23,3571982.06,0,0,0,0,-3340.37,0,1820,1459.11,1,0,117.3,0,0,1244015.76,-1126,,48642.52,55920.93,1136.74,13115.54,11.71,1382289.66,0,0,0,0,-77249.26,247.24,1820,13115.54,3,0,5958.84
343236999,202106,1,0,0,49,104,7457.98,84834.66,639.97,-88.98,5901.43,8,1,1,0,0,2,453340.59,0,565.92,1,569164.74,1,4,26673.59,1,3,12969.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,140760,0,0,0,0,3,12969.67,0,0,0,0,2,14903.66,0,0,0,0,0,0,0,0,8,639.97,0,0,0,0,0,2,141933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39,0,1,0,0,709430.4,-334,,0,0,0,,,788256,,,0,0,,,2599,,,,0,0,0,253368,-882,,11189.52,13125.3,0,12969.67,0,281520,0,0,0,0,-8432.77,0,3142,12969.67,3,0,668.61
343395838,202106,1,0,0,71,317,4805.49,40009.04,0,0,4096.76,8,1,1,0,0,3,0.64,665.45,1903.27,1,2570.93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2095571.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,50673.6,-1399,,0,0,0,,,56304,,,7,0,,,2642,,,,0,0,0,88678.8,-91,,0,0,0,,,98532,,,0,0,,,3222,,,,0
343839819,202106,1,0,0,76,282,-155,-795.73,1633.26,-2055.49,530.97,7,1,1,0,0,2,35247.77,0,115.65,1,51141.12,2,0,0,1,6,13787.03,1,3,8889.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.49,0,0,0,0,0,0,0,0,0,0,1,,1,1774.04,4,1633.26,0,0,0,0,0,5,38474.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,152020.8,-395,,8996.53,8996.53,0,0,0,168912,0,0,0,0,-5094.99,0,7674,0,0,0,1337.22,0,0,76010.4,-944,,11894.69,13952.47,0,1742.02,0,84456,0,0,0,0,-12207.14,0,8584,1742.02,2,0,1372.41
344006019,202106,1,0,0,58,325,-4561.4,-448.87,-1234.95,-3442.42,606.57,6,1,1,0,-1581.49,2,20078.94,0,567.05,1,93971.91,1,2,18606.12,1,25,64285.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,130484.33,0,0,0,0,17,25656.77,0,0,0,0,0,0,0,0,0,0,0,0,1,-2505.95,8,-1234.95,0,0,0,0,0,2,130484.33,1,17595,1,15249,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,15249,0,0,99,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,999959.04,-882,,55651.03,65278.65,0,38623.78,0,1111065.6,0,0,0,0,-92461.23,0,9366,38623.78,20,0,4961.79
345321471,202106,1,0,0,45,283,435.17,-3706.78,2604.78,-2719.51,869.88,7,1,1,0,-587.82,2,11116.45,0,43931.32,1,44928.01,2,8,18170.91,1,39,80282.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102084.97,0,0,2,5379.37,0,0,0,0,0,0,1,994.1,0,0,0,0,0,0,0,0,12,2604.78,0,0,0,0,0,3,73616.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139,1,1,0,0,506736,-122,,0,0,0,,,563040,,,7,0,,,6469,,,,0,0,0,709430.4,-487,,69818.07,81784.51,112.08,12451.41,1.85,788256,0,0,7,0,-41182.65,0,6469,12451.41,5,0,8375.22
346209655,202106,1,0,0,58,325,-593.99,17603.51,1276.49,-2076.69,482.07,8,1,1,0,0,2,16877.95,0,176.29,1,57521.97,3,0,0,1,26,52174.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,14,32922.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1573.36,14,1276.49,0,0,0,0,0,1,16422,2,8831.92,0,0,2,25632.99,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,102,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,126684,-1248,,45939.66,53887.22,0,39443,17.45,140760,0,0,0,0,-36309.74,0,8995,39443,22,0,4457.4
346655745,202106,1,0,0,64,82,-86.55,-3269.86,16.21,-543.12,455.51,7,1,1,0,0,2,35466.12,0,0,1,35490.22,1,0,0,1,1,69.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1164.71,0,0,0,0,1,69.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16.21,0,0,0,0,0,1,571.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,88678.8,-456,,0,0,0,,,98532,,,0,0,,,2477,,,,0,0,0,88678.8,-821,,60.23,70.64,0,69.81,0,98532,0,0,0,0,-70.64,0,2477,69.81,1,0,0
